1586944476.246937, 3232, 7201
1586944477.246937, 3231, 7199
1586944478.246937, 3230, 7198
1586944479.246937, 3229, 7196
1586944480.246937, 3228, 7195
1586944481.246937, 3227, 7193
1586944482.246937, 3226, 7192
1586944483.246937, 3225, 7190
1586944484.246937, 3224, 7189
1586944485.246937, 3223, 7187
1586944486.246937, 3222, 7186
1586944487.246937, 3221, 7184
1586944488.246937, 3220, 7183
1586944489.246937, 3219, 7181
1586944490.246937, 3218, 7180
1586944491.246937, 3217, 7178
1586944492.246937, 3217, 7176
1586944493.246937, 3216, 7175
1586944494.246937, 3215, 7173
1586944495.246937, 3214, 7172
1586944496.246937, 3213, 7170
1586944497.246937, 3212, 7169
1586944498.246937, 3211, 7167
1586944499.246937, 3210, 7166
1586944500.246937, 3209, 7164
1586944501.246937, 3208, 7162
1586944502.246937, 3207, 7161
1586944503.246937, 3206, 7159
1586944504.246937, 3205, 7158
1586944505.246937, 3204, 7156
1586944506.246937, 3203, 7155
1586944507.246937, 3202, 7153
1586944508.246937, 3201, 7151
1586944509.246937, 3200, 7150
1586944510.246937, 3199, 7148
1586944511.246937, 3198, 7147
1586944512.246937, 3197, 7145
1586944513.246937, 3196, 7143
1586944514.246937, 3195, 7142
1586944515.246937, 3194, 7140
1586944516.246937, 3193, 7139
1586944517.246937, 3192, 7137
1586944518.246937, 3191, 7135
1586944519.246937, 3190, 7134
1586944520.246937, 3189, 7132
1586944521.246937, 3188, 7130
1586944522.246937, 3187, 7129
1586944523.246937, 3186, 7127
1586944524.246937, 3184, 7126
1586944525.246937, 3183, 7124
1586944526.246937, 3182, 7122
1586944527.246937, 3181, 7121
1586944528.246937, 3180, 7119
1586944529.246937, 3179, 7117
1586944530.246937, 3178, 7116
1586944531.246937, 3177, 7114
1586944532.246937, 3176, 7113
1586944533.246937, 3175, 7111
1586944534.246937, 3174, 7109
1586944535.246937, 3173, 7108
1586944536.246937, 3172, 7106
1586944537.246937, 3171, 7104
1586944538.246937, 3169, 7103
1586944539.246937, 3168, 7101
1586944540.246937, 3167, 7099
1586944541.246937, 3166, 7098
1586944542.246937, 3165, 7096
1586944543.246937, 3164, 7094
1586944544.246937, 3163, 7093
1586944545.246937, 3162, 7091
1586944546.246937, 3161, 7089
