1586329975.737949, 4567, 7175
1586329976.737949, 4568, 7174
1586329977.737949, 4570, 7173
1586329978.737949, 4572, 7171
1586329979.737949, 4574, 7170
1586329980.737949, 4576, 7169
1586329981.737949, 4578, 7168
1586329982.737949, 4580, 7166
1586329983.737949, 4582, 7165
1586329984.737949, 4584, 7164
1586329985.737949, 4586, 7162
1586329986.737949, 4587, 7161
1586329987.737949, 4589, 7160
1586329988.737949, 4591, 7159
1586329989.737949, 4593, 7157
1586329990.737949, 4595, 7156
1586329991.737949, 4597, 7155
1586329992.737949, 4599, 7154
1586329993.737949, 4601, 7152
1586329994.737949, 4603, 7151
1586329995.737949, 4605, 7150
1586329996.737949, 4607, 7149
1586329997.737949, 4609, 7147
1586329998.737949, 4611, 7146
1586329999.737949, 4613, 7145
1586330000.737949, 4615, 7143
1586330001.737949, 4617, 7142
1586330002.737949, 4619, 7141
1586330003.737949, 4621, 7140
1586330004.737949, 4623, 7138
1586330005.737949, 4625, 7137
1586330006.737949, 4627, 7136
1586330007.737949, 4629, 7135
1586330008.737949, 4631, 7133
1586330009.737949, 4633, 7132
1586330010.737949, 4635, 7131
1586330011.737949, 4637, 7129
1586330012.737949, 4639, 7128
1586330013.737949, 4641, 7127
1586330014.737949, 4643, 7126
1586330015.737949, 4645, 7124
1586330016.737949, 4647, 7123
1586330017.737949, 4649, 7122
1586330018.737949, 4651, 7120
1586330019.737949, 4653, 7119
1586330020.737949, 4655, 7118
1586330021.737949, 4658, 7117
1586330022.737949, 4660, 7115
1586330023.737949, 4662, 7114
1586330024.737949, 4664, 7113
1586330025.737949, 4666, 7112
1586330026.737949, 4668, 7110
1586330027.737949, 4670, 7109
1586330028.737949, 4672, 7108
1586330029.737949, 4674, 7106
1586330030.737949, 4677, 7105
1586330031.737949, 4679, 7104
1586330032.737949, 4681, 7103
1586330033.737949, 4683, 7101
1586330034.737949, 4685, 7100
1586330035.737949, 4687, 7099
1586330036.737949, 4690, 7097
1586330037.737949, 4692, 7096
1586330038.737949, 4694, 7095
1586330039.737949, 4696, 7094
1586330040.737949, 4698, 7092
1586330041.737949, 4700, 7091
1586330042.737949, 4703, 7090
1586330043.737949, 4705, 7088
1586330044.737949, 4707, 7087
1586330045.737949, 4709, 7086
1586330046.737949, 4712, 7085
1586330047.737949, 4714, 7083
1586330048.737949, 4716, 7082
1586330049.737949, 4718, 7081
1586330050.737949, 4720, 7079
1586330051.737949, 4723, 7078
1586330052.737949, 4725, 7077
1586330053.737949, 4727, 7076
1586330054.737949, 4730, 7074
1586330055.737949, 4732, 7073
1586330056.737949, 4734, 7072
1586330057.737949, 4736, 7070
1586330058.737949, 4739, 7069
1586330059.737949, 4741, 7068
1586330060.737949, 4743, 7067
1586330061.737949, 4746, 7065
1586330062.737949, 4748, 7064
1586330063.737949, 4750, 7063
1586330064.737949, 4753, 7061
1586330065.737949, 4755, 7060
1586330066.737949, 4757, 7059
1586330067.737949, 4760, 7058
1586330068.737949, 4762, 7056
1586330069.737949, 4764, 7055
1586330070.737949, 4767, 7054
1586330071.737949, 4769, 7052
1586330072.737949, 4771, 7051
1586330073.737949, 4774, 7050
1586330074.737949, 4776, 7049
1586330075.737949, 4779, 7047
1586330076.737949, 4781, 7046
1586330077.737949, 4783, 7045
1586330078.737949, 4786, 7043
1586330079.737949, 4788, 7042
1586330080.737949, 4791, 7041
1586330081.737949, 4793, 7040
1586330082.737949, 4795, 7038
1586330083.737949, 4798, 7037
1586330084.737949, 4800, 7036
1586330085.737949, 4803, 7034
1586330086.737949, 4805, 7033
1586330087.737949, 4808, 7032
1586330088.737949, 4810, 7031
1586330089.737949, 4813, 7029
1586330090.737949, 4815, 7028
1586330091.737949, 4818, 7027
1586330092.737949, 4820, 7025
1586330093.737949, 4823, 7024
1586330094.737949, 4825, 7023
1586330095.737949, 4828, 7022
1586330096.737949, 4830, 7020
1586330097.737949, 4833, 7019
1586330098.737949, 4835, 7018
1586330099.737949, 4838, 7016
1586330100.737949, 4840, 7015
1586330101.737949, 4843, 7014
1586330102.737949, 4846, 7013
1586330103.737949, 4848, 7011
1586330104.737949, 4851, 7010
1586330105.737949, 4853, 7009
1586330106.737949, 4856, 7007
1586330107.737949, 4858, 7006
1586330108.737949, 4861, 7005
1586330109.737949, 4864, 7004
1586330110.737949, 4866, 7002
1586330111.737949, 4869, 7001
1586330112.737949, 4872, 7000
1586330113.737949, 4874, 6999
1586330114.737949, 4877, 6997
1586330115.737949, 4879, 6996
1586330116.737949, 4882, 6995
1586330117.737949, 4885, 6993
1586330118.737949, 4887, 6992
1586330119.737949, 4890, 6991
1586330120.737949, 4893, 6990
1586330121.737949, 4896, 6988
1586330122.737949, 4898, 6987
1586330123.737949, 4901, 6986
1586330124.737949, 4904, 6985
1586330125.737949, 4906, 6983
1586330126.737949, 4909, 6982
1586330127.737949, 4912, 6981
1586330128.737949, 4915, 6979
1586330129.737949, 4917, 6978
1586330130.737949, 4920, 6977
1586330131.737949, 4923, 6976
1586330132.737949, 4926, 6974
1586330133.737949, 4928, 6973
1586330134.737949, 4931, 6972
1586330135.737949, 4934, 6971
1586330136.737949, 4937, 6969
1586330137.737949, 4939, 6968
1586330138.737949, 4942, 6967
1586330139.737949, 4945, 6966
1586330140.737949, 4948, 6964
1586330141.737949, 4951, 6963
1586330142.737949, 4954, 6962
1586330143.737949, 4956, 6961
1586330144.737949, 4959, 6959
1586330145.737949, 4962, 6958
1586330146.737949, 4965, 6957
1586330147.737949, 4968, 6956
1586330148.737949, 4971, 6954
1586330149.737949, 4974, 6953
1586330150.737949, 4977, 6952
1586330151.737949, 4979, 6951
1586330152.737949, 4982, 6949
1586330153.737949, 4985, 6948
1586330154.737949, 4988, 6947
1586330155.737949, 4991, 6946
1586330156.737949, 4994, 6944
1586330157.737949, 4997, 6943
1586330158.737949, 5000, 6942
1586330159.737949, 5003, 6941
1586330160.737949, 5006, 6940
1586330161.737949, 5009, 6938
1586330162.737949, 5012, 6937
1586330163.737949, 5015, 6936
1586330164.737949, 5018, 6935
1586330165.737949, 5021, 6933
1586330166.737949, 5024, 6932
1586330167.737949, 5027, 6931
1586330168.737949, 5030, 6930
1586330169.737949, 5033, 6929
1586330170.737949, 5036, 6927
1586330171.737949, 5039, 6926
1586330172.737949, 5042, 6925
1586330173.737949, 5045, 6924
1586330174.737949, 5048, 6922
1586330175.737949, 5051, 6921
1586330176.737949, 5054, 6920
1586330177.737949, 5057, 6919
1586330178.737949, 5060, 6918
1586330179.737949, 5064, 6916
1586330180.737949, 5067, 6915
1586330181.737949, 5070, 6914
1586330182.737949, 5073, 6913
1586330183.737949, 5076, 6912
1586330184.737949, 5079, 6910
1586330185.737949, 5082, 6909
1586330186.737949, 5085, 6908
1586330187.737949, 5089, 6907
1586330188.737949, 5092, 6906
1586330189.737949, 5095, 6905
1586330190.737949, 5098, 6903
1586330191.737949, 5101, 6902
1586330192.737949, 5105, 6901
1586330193.737949, 5108, 6900
1586330194.737949, 5111, 6899
1586330195.737949, 5114, 6897
1586330196.737949, 5117, 6896
1586330197.737949, 5121, 6895
1586330198.737949, 5124, 6894
1586330199.737949, 5127, 6893
1586330200.737949, 5130, 6892
1586330201.737949, 5134, 6891
1586330202.737949, 5137, 6889
1586330203.737949, 5140, 6888
1586330204.737949, 5143, 6887
1586330205.737949, 5147, 6886
1586330206.737949, 5150, 6885
1586330207.737949, 5153, 6884
1586330208.737949, 5157, 6882
1586330209.737949, 5160, 6881
1586330210.737949, 5163, 6880
1586330211.737949, 5167, 6879
1586330212.737949, 5170, 6878
1586330213.737949, 5173, 6877
1586330214.737949, 5177, 6876
1586330215.737949, 5180, 6875
1586330216.737949, 5184, 6873
1586330217.737949, 5187, 6872
1586330218.737949, 5190, 6871
1586330219.737949, 5194, 6870
1586330220.737949, 5197, 6869
1586330221.737949, 5201, 6868
1586330222.737949, 5204, 6867
1586330223.737949, 5207, 6866
1586330224.737949, 5211, 6865
1586330225.737949, 5214, 6863
1586330226.737949, 5218, 6862
1586330227.737949, 5221, 6861
1586330228.737949, 5225, 6860
1586330229.737949, 5228, 6859
1586330230.737949, 5232, 6858
1586330231.737949, 5235, 6857
1586330232.737949, 5239, 6856
1586330233.737949, 5242, 6855
1586330234.737949, 5246, 6854
1586330235.737949, 5249, 6853
1586330236.737949, 5253, 6852
1586330237.737949, 5256, 6851
1586330238.737949, 5260, 6850
1586330239.737949, 5263, 6848
1586330240.737949, 5267, 6847
1586330241.737949, 5270, 6846
1586330242.737949, 5274, 6845
1586330243.737949, 5278, 6844
1586330244.737949, 5281, 6843
1586330245.737949, 5285, 6842
1586330246.737949, 5288, 6841
1586330247.737949, 5292, 6840
1586330248.737949, 5296, 6839
1586330249.737949, 5299, 6838
1586330250.737949, 5303, 6837
1586330251.737949, 5307, 6836
1586330252.737949, 5310, 6835
1586330253.737949, 5314, 6834
1586330254.737949, 5317, 6833
1586330255.737949, 5321, 6832
1586330256.737949, 5325, 6831
1586330257.737949, 5329, 6830
1586330258.737949, 5332, 6829
1586330259.737949, 5336, 6828
1586330260.737949, 5340, 6827
1586330261.737949, 5343, 6826
