1586418067.298839, 5495, 7352
1586418068.298839, 5494, 7351
1586418069.298839, 5494, 7349
1586418070.298839, 5494, 7348
1586418071.298839, 5493, 7347
1586418072.298839, 5493, 7345
1586418073.298839, 5493, 7344
1586418074.298839, 5492, 7342
1586418075.298839, 5492, 7341
1586418076.298839, 5492, 7340
1586418077.298839, 5491, 7338
1586418078.298839, 5491, 7337
1586418079.298839, 5490, 7335
1586418080.298839, 5490, 7334
1586418081.298839, 5490, 7333
1586418082.298839, 5489, 7331
1586418083.298839, 5489, 7330
1586418084.298839, 5489, 7329
1586418085.298839, 5488, 7327
1586418086.298839, 5488, 7326
1586418087.298839, 5488, 7324
1586418088.298839, 5487, 7323
1586418089.298839, 5487, 7321
1586418090.298839, 5486, 7320
1586418091.298839, 5486, 7319
1586418092.298839, 5486, 7317
1586418093.298839, 5485, 7316
1586418094.298839, 5485, 7314
1586418095.298839, 5485, 7313
1586418096.298839, 5484, 7312
1586418097.298839, 5484, 7310
1586418098.298839, 5483, 7309
1586418099.298839, 5483, 7307
1586418100.298839, 5483, 7306
1586418101.298839, 5482, 7304
1586418102.298839, 5482, 7303
1586418103.298839, 5481, 7301
1586418104.298839, 5481, 7300
1586418105.298839, 5481, 7299
1586418106.298839, 5480, 7297
1586418107.298839, 5480, 7296
1586418108.298839, 5479, 7294
1586418109.298839, 5479, 7293
1586418110.298839, 5479, 7291
1586418111.298839, 5478, 7290
1586418112.298839, 5478, 7288
1586418113.298839, 5477, 7287
1586418114.298839, 5477, 7286
1586418115.298839, 5477, 7284
1586418116.298839, 5476, 7283
1586418117.298839, 5476, 7281
1586418118.298839, 5475, 7280
1586418119.298839, 5475, 7278
1586418120.298839, 5475, 7277
1586418121.298839, 5474, 7275
1586418122.298839, 5474, 7274
1586418123.298839, 5473, 7272
1586418124.298839, 5473, 7271
1586418125.298839, 5472, 7269
1586418126.298839, 5472, 7268
1586418127.298839, 5472, 7266
1586418128.298839, 5471, 7265
1586418129.298839, 5471, 7263
1586418130.298839, 5470, 7262
1586418131.298839, 5470, 7260
1586418132.298839, 5469, 7259
1586418133.298839, 5469, 7257
1586418134.298839, 5469, 7256
1586418135.298839, 5468, 7254
1586418136.298839, 5468, 7253
1586418137.298839, 5467, 7251
1586418138.298839, 5467, 7250
1586418139.298839, 5466, 7248
1586418140.298839, 5466, 7247
1586418141.298839, 5465, 7245
1586418142.298839, 5465, 7244
1586418143.298839, 5465, 7242
